Country/Region,,0
Afghanistan,1/22/20,0
Afghanistan,1/23/20,0
Afghanistan,1/24/20,0
Afghanistan,1/25/20,0
Afghanistan,1/26/20,0
Afghanistan,1/27/20,0
Afghanistan,1/28/20,0
Afghanistan,1/29/20,0
Afghanistan,1/30/20,0
Afghanistan,1/31/20,0
Afghanistan,2/1/20,0
Afghanistan,2/2/20,0
Afghanistan,2/3/20,0
Afghanistan,2/4/20,0
Afghanistan,2/5/20,0
Afghanistan,2/6/20,0
Afghanistan,2/7/20,0
Afghanistan,2/8/20,0
Afghanistan,2/9/20,0
Afghanistan,2/10/20,0
Afghanistan,2/11/20,0
Afghanistan,2/12/20,0
Afghanistan,2/13/20,0
Afghanistan,2/14/20,0
Afghanistan,2/15/20,0
Afghanistan,2/16/20,0
Afghanistan,2/17/20,0
Afghanistan,2/18/20,0
Afghanistan,2/19/20,0
Afghanistan,2/20/20,0
Afghanistan,2/21/20,0
Afghanistan,2/22/20,0
Afghanistan,2/23/20,0
Afghanistan,2/24/20,0
Afghanistan,2/25/20,0
Afghanistan,2/26/20,0
Afghanistan,2/27/20,0
Afghanistan,2/28/20,0
Afghanistan,2/29/20,0
Afghanistan,3/1/20,0
Afghanistan,3/2/20,0
Afghanistan,3/3/20,0
Afghanistan,3/4/20,0
Afghanistan,3/5/20,0
Afghanistan,3/6/20,0
Afghanistan,3/7/20,0
Afghanistan,3/8/20,0
Afghanistan,3/9/20,0
Afghanistan,3/10/20,0
Afghanistan,3/11/20,0
Afghanistan,3/12/20,0
Afghanistan,3/13/20,0
Afghanistan,3/14/20,0
Afghanistan,3/15/20,0
Afghanistan,3/16/20,1
Afghanistan,3/17/20,1
Afghanistan,3/18/20,1
Afghanistan,3/19/20,1
Afghanistan,3/20/20,1
Afghanistan,3/21/20,1
Afghanistan,3/22/20,1
Afghanistan,3/23/20,1
Afghanistan,3/24/20,1
Afghanistan,3/25/20,2
Afghanistan,3/26/20,2
Afghanistan,3/27/20,2
Afghanistan,3/28/20,2
Afghanistan,3/29/20,2
Afghanistan,3/30/20,2
Afghanistan,3/31/20,5
Afghanistan,4/1/20,5
Afghanistan,4/2/20,10
Afghanistan,4/3/20,10
Afghanistan,4/4/20,10
Afghanistan,4/5/20,15
Afghanistan,4/6/20,18
Afghanistan,4/7/20,18
Afghanistan,4/8/20,29
Afghanistan,4/9/20,32
Afghanistan,4/10/20,32
Afghanistan,4/11/20,32
Afghanistan,4/12/20,32
Afghanistan,4/13/20,32
Afghanistan,4/14/20,40
Afghanistan,4/15/20,43
Afghanistan,4/16/20,54
Afghanistan,4/17/20,99
Afghanistan,4/18/20,112
Afghanistan,4/19/20,131
Afghanistan,4/20/20,135
Afghanistan,4/21/20,150
Afghanistan,4/22/20,166
Afghanistan,4/23/20,179
Afghanistan,4/24/20,188
Afghanistan,4/25/20,188
Afghanistan,4/26/20,207
Afghanistan,4/27/20,220
Afghanistan,4/28/20,228
Afghanistan,4/29/20,252
Afghanistan,4/30/20,260
Afghanistan,5/1/20,310
Afghanistan,5/2/20,331
Afghanistan,5/3/20,345
Afghanistan,5/4/20,397
Afghanistan,5/5/20,421
Afghanistan,5/6/20,458
Afghanistan,5/7/20,468
Afghanistan,5/8/20,472
Afghanistan,5/9/20,502
Afghanistan,5/10/20,558
Afghanistan,5/11/20,558
Afghanistan,5/12/20,610
Afghanistan,5/13/20,648
Afghanistan,5/14/20,691
Afghanistan,5/15/20,745
Afghanistan,5/16/20,745
Afghanistan,5/17/20,778
Afghanistan,5/18/20,801
Afghanistan,5/19/20,850
Afghanistan,5/20/20,930
Afghanistan,5/21/20,938
Afghanistan,5/22/20,996
Afghanistan,5/23/20,1040
Afghanistan,5/24/20,1075
Afghanistan,5/25/20,1097
Afghanistan,5/26/20,1128
Afghanistan,5/27/20,1138
Afghanistan,5/28/20,1209
Afghanistan,5/29/20,1259
Afghanistan,5/30/20,1303
Afghanistan,5/31/20,1328
Afghanistan,6/1/20,1428
Afghanistan,6/2/20,1450
Afghanistan,6/3/20,1522
Afghanistan,6/4/20,1585
Afghanistan,6/5/20,1762
Afghanistan,6/6/20,1830
Afghanistan,6/7/20,1875
Afghanistan,6/8/20,2171
Afghanistan,6/9/20,2651
Afghanistan,6/10/20,3013
Afghanistan,6/11/20,3326
Afghanistan,6/12/20,3928
Afghanistan,6/13/20,4201
Afghanistan,6/14/20,4725
Afghanistan,6/15/20,5164
Afghanistan,6/16/20,5508
Afghanistan,6/17/20,6158
Afghanistan,6/18/20,7660
Afghanistan,6/19/20,7962
Afghanistan,6/20/20,8292
Afghanistan,6/21/20,8764
Afghanistan,6/22/20,8841
Afghanistan,6/23/20,9260
Afghanistan,6/24/20,9869
Afghanistan,6/25/20,10174
Afghanistan,6/26/20,10306
Afghanistan,6/27/20,10674
Afghanistan,6/28/20,12604
Afghanistan,6/29/20,13934
Afghanistan,6/30/20,14131
Afghanistan,7/1/20,15651
Afghanistan,7/2/20,16041
Afghanistan,7/3/20,17331
Afghanistan,7/4/20,19164
Afghanistan,7/5/20,19366
Afghanistan,7/6/20,20103
Afghanistan,7/7/20,20179
Afghanistan,7/8/20,20700
Afghanistan,7/9/20,20847
Afghanistan,7/10/20,20882
Afghanistan,7/11/20,21135
Afghanistan,7/12/20,21216
Afghanistan,7/13/20,21254
Afghanistan,7/14/20,21454
Afghanistan,7/15/20,22456
Afghanistan,7/16/20,22824
Afghanistan,7/17/20,23151
Afghanistan,7/18/20,23273
Afghanistan,7/19/20,23634
Afghanistan,7/20/20,23741
Afghanistan,7/21/20,23741
Afghanistan,7/22/20,23924
Afghanistan,7/23/20,24550
Afghanistan,7/24/20,24602
Afghanistan,7/25/20,24793
Afghanistan,7/26/20,25180
Afghanistan,7/27/20,25198
Afghanistan,7/28/20,25358
Afghanistan,7/29/20,25389
Afghanistan,7/30/20,25471
Afghanistan,7/31/20,25509
Afghanistan,8/1/20,25509
Afghanistan,8/2/20,25510
